word,occurences,classNum,C_N,Unc_N,Sing_N,Plu_N,GrC_N,GrUnc_N,Attr_N,PostPos_N,Voc_N,Proper_N,Exp_N
aircushion,0,1,Y,N,N,N,N,N,N,N,N,N,N
airdrome,9,1,Y,N,N,N,N,N,N,N,N,N,N
airdrop,0,1,Y,N,N,N,N,N,N,N,N,N,N
Airedale,0,1,Y,N,N,N,N,N,N,N,N,N,N
Airedale,0,1,N,N,N,N,N,N,N,N,N,Y,N
airfield,138,1,Y,N,N,N,N,N,N,N,N,N,N
airflow,1,1,N,Y,Y,N,N,N,N,N,N,N,N
airforce,8,1,Y,N,N,N,N,N,N,N,N,N,N
airframe,6,1,Y,N,N,N,N,N,N,N,N,N,N
airgun,4,1,Y,N,N,N,N,N,N,N,N,N,N
airhole,3,1,Y,N,N,N,N,N,N,N,N,N,N
airhostess,0,1,Y,N,N,N,N,N,N,N,N,N,N
airing,23,1,Y,Y,N,N,N,N,N,N,N,N,N
airing-cupboard,0,1,Y,N,N,N,N,N,N,N,N,N,N
airlane,0,1,Y,N,N,N,N,N,N,N,N,N,N
airletter,4,1,Y,Y,N,N,N,N,N,N,N,N,N
airlift,14,1,Y,N,N,N,N,N,N,N,N,N,N
airline,336,1,Y,N,N,N,N,N,N,N,N,N,N
airliner,33,1,Y,N,N,N,N,N,N,N,N,N,N
airlock,18,1,Y,N,N,N,N,N,N,N,N,N,N
airmail,17,1,N,Y,N,N,N,N,N,N,N,N,N
airman,28,1,Y,N,N,N,N,N,Y,N,N,N,N
air mattress,0,1,Y,N,N,N,N,N,N,N,N,N,N
airplane,102,1,Y,N,N,N,N,N,N,N,N,N,N
airpocket,0,1,Y,N,N,N,N,N,N,N,N,N,N
airport,1069,1,Y,N,N,N,N,N,N,N,N,N,N
air-pump,0,1,Y,N,N,N,N,N,N,N,N,N,N
air-raid,18,1,Y,N,N,N,N,N,N,N,N,N,N
airs,29,1,N,N,N,Y,N,N,N,N,N,N,N
airs and graces,0,1,N,N,N,Y,N,N,N,N,N,N,N
airscrew,0,1,Y,N,N,N,N,N,N,N,N,N,N
air-sea rescue,0,1,Y,Y,N,N,N,N,N,N,N,N,N
airshaft,0,1,Y,N,N,N,N,N,N,N,N,N,N
airship,4,1,Y,Y,N,N,N,N,N,N,N,N,N
airsickness,2,1,N,Y,N,N,N,N,N,N,N,N,N
airspace,19,1,N,Y,N,N,N,N,N,N,N,N,N
airspeed,1,1,N,Y,Y,N,N,N,N,N,N,N,N
airstrip,32,1,Y,N,N,N,N,N,N,N,N,N,N
air terminal,0,1,Y,N,N,N,N,N,N,N,N,N,N
air vice-marshal,0,1,Y,N,N,N,N,N,Y,N,N,N,N
airway,123,1,Y,N,N,N,N,N,N,N,N,N,N
airwoman,1,1,Y,N,N,N,N,N,Y,N,N,N,N
airworthiness,0,1,N,Y,N,N,N,N,N,N,N,N,N
aisle,174,1,Y,N,N,N,N,N,N,N,N,N,N
aitch,13,1,Y,N,N,N,N,N,N,N,N,N,N
aitch-bone,0,1,Y,N,N,N,N,N,N,N,N,N,N
Al,268,1,N,N,N,N,N,N,N,N,N,Y,N
alabaster,22,1,N,Y,N,N,N,N,Y,N,N,N,N
alacrity,16,1,N,Y,N,N,N,N,N,N,N,N,N
alarm,388,1,Y,Y,N,N,N,N,N,N,N,N,N
alarm-clock,3,1,Y,N,N,N,N,N,N,N,N,N,N
alarmist,12,1,Y,N,N,N,N,N,N,N,N,N,N
alb,1,1,Y,N,N,N,N,N,N,N,N,N,N
Albania,10,1,N,N,N,N,N,N,N,N,N,Y,N
Albanian,5,1,Y,N,N,N,N,N,N,N,N,N,N
albatross,14,1,Y,N,N,N,N,N,N,N,N,N,N
albino,13,1,Y,N,N,N,N,N,N,N,N,N,N
album,117,1,Y,N,N,N,N,N,N,N,N,N,N
albumen,2,1,N,Y,N,N,N,N,N,N,N,N,N
alchemist,39,1,Y,N,N,N,N,N,N,N,N,N,N
alchemy,26,1,N,Y,N,N,N,N,N,N,N,N,N
alcohol,333,1,Y,Y,N,N,N,N,N,N,N,N,N
alcoholic,118,1,Y,N,N,N,N,N,N,N,N,N,N
alcoholism,38,1,N,Y,N,N,N,N,N,N,N,N,N
alcove,62,1,Y,N,N,N,N,N,N,N,N,N,N
alder,28,1,Y,N,N,N,N,N,N,N,N,N,N
alderman,36,1,Y,N,N,N,N,N,N,N,N,N,N
ale,63,1,Y,Y,N,N,N,N,N,N,N,N,N
alehouse,2,1,Y,N,N,N,N,N,N,N,N,N,N
alert,79,1,Y,N,N,N,N,N,N,N,N,N,N
alertness,40,1,N,Y,N,N,N,N,N,N,N,N,N
A-level,43,1,Y,Y,N,N,N,N,N,N,N,N,N
alexandrine,9,1,Y,N,N,N,N,N,N,N,N,N,N
alexia,0,1,N,Y,N,N,N,N,N,N,N,N,N
alexic,0,1,Y,N,N,N,N,N,N,N,N,N,N
alfalfa,13,1,N,Y,N,N,N,N,N,N,N,N,N
alga,49,1,Y,N,N,N,N,N,N,N,N,N,N
algebra,36,1,Y,Y,N,N,N,N,N,N,N,N,N
Algeria,123,1,N,N,N,N,N,N,N,N,N,Y,N
Algerian,19,1,Y,N,N,N,N,N,N,N,N,N,N
algorithm,0,1,Y,N,N,N,N,N,N,N,N,N,N
alias,7,1,Y,N,N,N,N,N,N,N,N,N,N
alibi,70,1,Y,N,N,N,N,N,N,N,N,N,N
Alice,290,1,N,N,N,N,N,N,N,N,N,Y,N
alien,83,1,Y,N,N,N,N,N,N,N,N,N,N
alienation,142,1,N,Y,N,N,N,N,N,N,N,N,N
alienist,1,1,Y,N,N,N,N,N,N,N,N,N,N
alignment,57,1,Y,Y,N,N,N,N,N,N,N,N,N
aliment,1,1,Y,N,N,N,N,N,N,N,N,N,N
alimentary canal,0,1,Y,N,N,N,N,N,N,N,N,N,N
alimony,14,1,N,Y,Y,N,N,N,N,N,N,N,N
alkali,17,1,Y,Y,N,N,N,N,N,N,N,N,N
all,0,1,N,N,N,N,N,N,N,N,N,N,Y
Allah,102,1,N,N,N,N,N,N,N,N,N,Y,N
all clear,0,1,Y,N,N,N,N,N,N,N,N,N,N
allegation,151,1,Y,Y,N,N,N,N,N,N,N,N,N
allegiance,147,1,Y,Y,N,N,N,N,N,N,N,N,N
allegory,26,1,Y,Y,N,N,N,N,N,N,N,N,N
allegretto,0,1,Y,N,N,N,N,N,N,N,N,N,N
allegro,4,1,Y,N,N,N,N,N,N,N,N,N,N
alleluia,0,1,Y,N,N,N,N,N,N,N,N,N,N
allergen,0,1,Y,N,N,N,N,N,N,N,N,N,N
allergy,68,1,Y,N,N,N,N,N,N,N,N,N,N
alleviation,17,1,N,Y,N,N,N,N,N,N,N,N,N
alley,221,1,Y,N,N,N,N,N,N,N,N,N,N
alleyway,19,1,Y,N,N,N,N,N,N,N,N,N,N
all fours,0,1,N,N,N,N,N,N,N,N,N,N,Y
all get-out,0,1,N,N,N,N,N,N,N,N,N,N,Y
alliance,491,1,Y,Y,N,N,N,N,N,N,N,N,N
alligator,28,1,Y,Y,N,N,N,N,N,N,N,N,N
alliteration,0,1,N,Y,N,N,N,N,N,N,N,N,N
allocation,117,1,Y,Y,N,N,N,N,N,N,N,N,N
allopathy,0,1,N,Y,N,N,N,N,N,N,N,N,N
allotment,37,1,Y,Y,N,N,N,N,N,N,N,N,N
allowance,530,1,Y,Y,N,N,N,N,N,N,N,N,N
alloy,39,1,Y,Y,N,N,N,N,N,N,N,N,N
all-rounder,11,1,Y,N,N,N,N,N,N,N,N,N,N
allspice,4,1,N,Y,N,N,N,N,N,N,N,N,N
allure,15,1,Y,Y,Y,N,N,N,N,N,N,N,N
allurement,1,1,Y,Y,N,N,N,N,N,N,N,N,N
allusion,40,1,Y,Y,N,N,N,N,N,N,N,N,N
alluvium,4,1,Y,Y,N,N,N,N,N,N,N,N,N
ally,452,1,Y,N,N,N,N,N,N,N,N,N,N
alma mater,0,1,Y,N,N,N,N,N,N,N,N,N,N
almanac,17,1,Y,N,N,N,N,N,N,N,N,N,N
Almighty,34,1,N,N,N,N,N,N,N,N,N,Y,N
almond,66,1,Y,N,N,N,N,N,N,N,N,N,N
almoner,5,1,Y,N,N,N,N,N,N,N,N,N,N
alms,13,1,N,Y,N,Y,N,N,N,N,N,N,N
alms-box,0,1,Y,N,N,N,N,N,N,N,N,N,N
alms-giving,0,1,N,Y,N,N,N,N,N,N,N,N,N
alms-house,1,1,Y,N,N,N,N,N,N,N,N,N,N
aloe,5,1,Y,Y,N,N,N,N,N,N,N,N,N
aloofness,19,1,N,Y,N,N,N,N,N,N,N,N,N
alopecia,0,1,N,Y,N,N,N,N,N,N,N,N,N
alp,75,1,Y,N,N,N,N,N,N,N,N,N,N
alpaca,6,1,Y,Y,N,N,N,N,N,N,N,N,N
alpenhorn,0,1,Y,N,N,N,N,N,N,N,N,N,N
alpenstock,0,1,Y,N,N,N,N,N,N,N,N,N,N
alpha,56,1,Y,N,N,N,N,N,N,N,N,N,N
alpha and omega,0,1,N,N,Y,N,N,N,N,N,N,N,N
alphabet,56,1,Y,N,N,N,N,N,N,N,N,N,N
alpha particle,0,1,Y,N,N,N,N,N,N,N,N,N,N
alpinism,0,1,N,Y,N,N,N,N,N,N,N,N,N
alpinist,7,1,Y,N,N,N,N,N,N,N,N,N,N
Alsace,10,1,N,N,N,N,N,N,N,N,N,Y,N
Alsatian,19,1,Y,N,N,N,N,N,N,N,N,N,N
also-ran,1,1,Y,N,N,N,N,N,N,N,N,N,N
altar,400,1,Y,N,N,N,N,N,N,N,N,N,N
altar boy,0,1,Y,N,N,N,N,N,N,N,N,N,N
altarpiece,5,1,Y,N,N,N,N,N,N,N,N,N,N
alteration,122,1,Y,Y,N,N,N,N,N,N,N,N,N
altercation,20,1,Y,Y,N,N,N,N,N,N,N,N,N
alter ego,0,1,Y,N,N,N,N,N,N,N,N,N,N
alternating current,0,1,N,Y,N,N,N,N,N,N,N,N,N
alternation,13,1,Y,Y,N,N,N,N,N,N,N,N,N
alternative,861,1,Y,N,Y,N,N,N,N,N,N,N,N
alternator,1,1,Y,N,N,N,N,N,N,N,N,N,N
altimeter,8,1,Y,N,N,N,N,N,N,N,N,N,N
altitude,90,1,Y,N,Y,N,N,N,N,N,N,N,N
alto,30,1,Y,N,N,N,N,N,Y,N,N,N,N
altogether,0,1,N,N,N,N,N,N,N,N,N,N,Y
altruism,24,1,Y,Y,N,N,N,N,N,N,N,N,N
altruist,0,1,Y,N,N,N,N,N,N,N,N,N,N
alum,7,1,N,Y,N,N,N,N,N,N,N,N,N
aluminium,120,1,N,Y,N,N,N,N,N,N,N,N,N
aluminum,47,1,N,Y,N,N,N,N,N,N,N,N,N
alumna,3,1,Y,N,N,N,N,N,N,N,N,N,N
alumnus,13,1,Y,N,N,N,N,N,N,N,N,N,N
alveolar,0,1,Y,N,N,N,N,N,N,N,N,N,N
alyssum,2,1,Y,Y,N,N,N,N,N,N,N,N,N
amah,6,1,Y,N,N,N,N,N,N,N,N,N,N
amalgam,27,1,Y,Y,N,N,N,N,N,N,N,N,N
amalgamation,37,1,Y,Y,N,N,N,N,N,N,N,N,N
amanuensis,5,1,Y,N,N,N,N,N,N,N,N,N,N
amaryllis,0,1,Y,N,N,N,N,N,N,N,N,N,N
amateur,154,1,Y,N,N,N,N,N,N,N,N,N,N
amateurishness,2,1,N,Y,N,N,N,N,N,N,N,N,N
amateurism,10,1,N,Y,N,N,N,N,N,N,N,N,N
amazement,179,1,N,Y,N,N,N,N,N,N,N,N,N
amazon,84,1,Y,N,N,N,N,N,N,N,N,N,N
ambassador,279,1,Y,N,N,N,N,N,N,N,N,N,N
ambassadorship,1,1,Y,Y,N,N,N,N,N,N,N,N,N
ambassadress,2,1,Y,N,N,N,N,N,N,N,N,N,N
amber,62,1,N,Y,N,N,N,N,N,N,N,N,N
ambergris,2,1,N,Y,N,N,N,N,N,N,N,N,N
ambience,20,1,N,N,Y,N,N,N,N,N,N,N,N
ambiguity,124,1,Y,Y,N,N,N,N,N,N,N,N,N
ambiguousness,0,1,N,Y,N,N,N,N,N,N,N,N,N
ambit,8,1,Y,N,N,N,N,N,N,N,N,N,N
ambition,432,1,Y,Y,N,N,N,N,N,N,N,N,N
ambitiousness,2,1,N,Y,N,N,N,N,N,N,N,N,N
ambivalence,43,1,N,Y,N,N,N,N,N,N,N,N,N
amble,3,1,N,N,Y,N,N,N,N,N,N,N,N
ambrosia,9,1,N,Y,N,N,N,N,N,N,N,N,N
ambulance,162,1,Y,Y,N,N,N,N,N,N,N,N,N
ambuscade,1,1,Y,N,N,N,N,N,N,N,N,N,N
ambush,64,1,Y,Y,N,N,N,N,N,N,N,N,N
amelioration,11,1,N,Y,N,N,N,N,N,N,N,N,N
amendment,163,1,Y,Y,N,N,N,N,N,N,N,N,N
amends,26,1,N,N,N,N,N,N,N,N,N,N,Y
amenity,142,1,Y,Y,N,N,N,N,N,N,N,N,N
American,1296,1,Y,N,N,N,N,N,N,N,N,N,N
American football,0,1,N,Y,Y,N,N,N,N,N,N,N,N
American Indian,0,1,Y,N,N,N,N,N,N,N,N,N,N
Americanism,11,1,Y,Y,N,N,N,N,N,N,N,N,N
Amerindian,7,1,Y,N,N,N,N,N,N,N,N,N,N
amethyst,16,1,Y,Y,N,N,N,N,N,N,N,N,N
Amhara,0,1,N,N,N,N,N,N,N,N,N,Y,N
Amharic,0,1,N,Y,N,N,N,N,N,N,N,N,N
amiability,12,1,N,Y,N,N,N,N,N,N,N,N,N
amicability,0,1,N,Y,N,N,N,N,N,N,N,N,N
amino acid,0,1,Y,Y,N,N,N,N,N,N,N,N,N
amir,5,1,Y,N,N,N,N,N,N,N,N,N,N
amity,105,1,N,Y,N,N,N,N,N,N,N,N,N
ammeter,0,1,Y,N,N,N,N,N,N,N,N,N,N
ammo,8,1,N,Y,N,N,N,N,N,N,N,N,N
ammonia,53,1,N,Y,N,N,N,N,N,N,N,N,N
ammonite,21,1,Y,N,N,N,N,N,N,N,N,N,N
ammunition,151,1,N,Y,N,N,N,N,N,N,N,N,N
amnesia,15,1,N,Y,N,N,N,N,N,N,N,N,N
amnesty,51,1,Y,Y,N,N,N,N,N,N,N,N,N
amoeba,26,1,Y,N,N,N,N,N,N,N,N,N,N
amorality,4,1,N,Y,N,N,N,N,N,N,N,N,N
amorousness,0,1,N,Y,N,N,N,N,N,N,N,N,N
amorphousness,1,1,N,Y,N,N,N,N,N,N,N,N,N
amortization,6,1,Y,N,N,N,N,N,N,N,N,N,N
amount,2773,1,Y,N,N,N,N,N,N,N,N,N,N
amour,10,1,Y,N,N,N,N,N,N,N,N,N,N
amour-propre,0,1,N,Y,N,N,N,N,N,N,N,N,N
amp,28,1,Y,N,N,N,N,N,N,N,N,N,N
amperage,5,1,N,Y,Y,N,N,N,N,N,N,N,N
ampere,18,1,Y,N,N,N,N,N,N,N,N,N,N
ampersand,0,1,Y,N,N,N,N,N,N,N,N,N,N
amphetamine,7,1,Y,Y,N,N,N,N,N,N,N,N,N
amphibian,50,1,Y,N,N,N,N,N,N,N,N,N,N
amphitheatre,19,1,Y,N,N,N,N,N,N,N,N,N,N
amphora,3,1,Y,N,N,N,N,N,N,N,N,N,N
amplification,22,1,N,Y,Y,N,N,N,N,N,N,N,N
amplifier,87,1,Y,N,N,N,N,N,N,N,N,N,N
amplitude,25,1,N,Y,Y,N,N,N,N,N,N,N,N
ampoule,1,1,Y,N,N,N,N,N,N,N,N,N,N
amputation,19,1,Y,Y,N,N,N,N,N,N,N,N,N
amputee,7,1,Y,N,N,N,N,N,N,N,N,N,N
amulet,29,1,Y,N,N,N,N,N,N,N,N,N,N
amusement,197,1,Y,Y,N,N,N,N,N,N,N,N,N
amusement arcade,0,1,Y,N,N,N,N,N,N,N,N,N,N
amusement park,0,1,Y,N,N,N,N,N,N,N,N,N,N
anachronism,25,1,Y,N,N,N,N,N,N,N,N,N,N
anaconda,4,1,Y,N,N,N,N,N,N,N,N,N,N
anaemia,58,1,N,Y,N,N,N,N,N,N,N,N,N
anaesthesia,13,1,N,Y,N,N,N,N,N,N,N,N,N
anaesthetic,51,1,Y,Y,N,N,N,N,N,N,N,N,N
anaesthetist,16,1,Y,N,N,N,N,N,N,N,N,N,N
anagram,5,1,Y,N,N,N,N,N,N,N,N,N,N
analecta,0,1,N,N,N,Y,N,N,N,N,N,N,N
analects,0,1,N,N,N,Y,N,N,N,N,N,N,N
analgesia,1,1,N,Y,N,N,N,N,N,N,N,N,N
analgesic,1,1,Y,Y,N,N,N,N,N,N,N,N,N
analogue,53,1,Y,N,N,N,N,N,N,N,N,N,N
analogue computer,0,1,Y,N,N,N,N,N,N,N,N,N,N
analogy,134,1,Y,Y,N,N,N,N,N,N,N,N,N
analysis,1177,1,Y,Y,N,N,N,N,N,N,N,N,N
analyst,165,1,Y,N,N,N,N,N,N,N,N,N,N
anapaest,0,1,Y,N,N,N,N,N,N,N,N,N,N
anarchism,60,1,N,Y,N,N,N,N,N,N,N,N,N
anarchist,236,1,Y,N,N,N,N,N,N,N,N,N,N
anarchy,74,1,N,Y,N,N,N,N,N,N,N,N,N
anathema,32,1,Y,Y,N,N,N,N,N,N,N,N,N
anatomist,16,1,Y,N,N,N,N,N,N,N,N,N,N
anatomy,149,1,Y,Y,N,N,N,N,N,N,N,N,N
ancestor,492,1,Y,N,N,N,N,N,N,N,N,N,N
ancestress,0,1,Y,N,N,N,N,N,N,N,N,N,N
ancestry,49,1,Y,Y,N,N,N,N,N,N,N,N,N
anchor,102,1,Y,N,N,N,N,N,N,N,N,N,N
anchorage,23,1,Y,Y,Y,N,N,N,N,N,N,N,N
anchoress,8,1,Y,N,N,N,N,N,N,N,N,N,N
anchorite,3,1,Y,N,N,N,N,N,N,N,N,N,N
anchorman,2,1,Y,N,N,N,N,N,N,N,N,N,N
anchovy,35,1,Y,Y,N,N,N,N,N,N,N,N,N
ancient,36,1,Y,N,N,N,N,N,N,N,N,N,N
ancillary,3,1,Y,N,N,N,N,N,N,N,N,N,N
andante,1,1,Y,N,N,N,N,N,N,N,N,N,N
andiron,1,1,Y,N,N,N,N,N,N,N,N,N,N
Andorra,2,1,N,N,N,N,N,N,N,N,N,Y,N
Andorran,0,1,Y,N,N,N,N,N,N,N,N,N,N
androgyne,1,1,Y,N,N,N,N,N,N,N,N,N,N
anecdote,90,1,Y,N,N,N,N,N,N,N,N,N,N
anemometer,0,1,Y,N,N,N,N,N,N,N,N,N,N
anemone,25,1,Y,N,N,N,N,N,N,N,N,N,N
aneroid barometer,0,1,Y,N,N,N,N,N,N,N,N,N,N
angel,403,1,Y,N,N,N,N,N,N,N,N,N,N
angelica,113,1,N,Y,N,N,N,N,N,N,N,N,N
angelus,6,1,N,N,Y,N,N,N,N,N,N,N,N
anger,931,1,N,Y,N,N,N,N,N,N,N,N,N
angina,5,1,N,Y,N,N,N,N,N,N,N,N,N
angina pectoris,0,1,N,Y,N,N,N,N,N,N,N,N,N
angle,566,1,Y,N,N,N,N,N,N,N,N,N,N
angle bracket,0,1,Y,N,N,N,N,N,N,N,N,N,N
angle-dozer,0,1,Y,N,N,N,N,N,N,N,N,N,N
angle-iron,1,1,Y,N,N,N,N,N,N,N,N,N,N
angler,475,1,Y,N,N,N,N,N,N,N,N,N,N
Anglican,36,1,Y,N,N,N,N,N,N,N,N,N,N
Anglicanism,3,1,N,Y,N,N,N,N,N,N,N,N,N
anglicism,0,1,Y,N,N,N,N,N,N,N,N,N,N
angling,128,1,N,Y,N,N,N,N,N,N,N,N,N
Anglo-American,2,1,Y,N,N,N,N,N,N,N,N,N,N
Anglo-Catholic,3,1,Y,N,N,N,N,N,N,N,N,N,N
Anglo-Catholicism,5,1,N,Y,N,N,N,N,N,N,N,N,N
Anglo-Indian,2,1,Y,N,N,N,N,N,N,N,N,N,N
Anglomania,0,1,N,Y,N,N,N,N,N,N,N,N,N
Anglophile,4,1,Y,N,N,N,N,N,N,N,N,N,N
Anglophilia,6,1,N,Y,N,N,N,N,N,N,N,N,N
Anglophobe,0,1,Y,N,N,N,N,N,N,N,N,N,N
Anglophobia,0,1,N,Y,N,N,N,N,N,N,N,N,N
Anglo-Saxon,19,1,Y,Y,N,N,N,N,N,N,N,N,N
Angola,81,1,N,N,N,N,N,N,N,N,N,Y,N
Angolan,2,1,Y,N,N,N,N,N,N,N,N,N,N
angora,8,1,Y,Y,N,N,N,N,N,N,N,N,N
angostura,3,1,N,Y,N,N,N,N,N,N,N,N,N
angst,9,1,N,Y,N,N,N,N,N,N,N,N,N
Anguilla,5,1,N,N,N,N,N,N,N,N,N,Y,N
Anguillan,5,1,Y,N,N,N,N,N,N,N,N,N,N
anguish,155,1,N,Y,N,N,N,N,N,N,N,N,N
angularity,3,1,Y,Y,N,N,N,N,N,N,N,N,N
aniline,2,1,Y,Y,N,N,N,N,N,N,N,N,N
animadversion,0,1,Y,N,N,N,N,N,N,N,N,N,N
animal,4658,1,Y,N,N,N,N,N,Y,N,N,N,N
animalcule,0,1,Y,N,N,N,N,N,N,N,N,N,N
animal husbandry,0,1,N,Y,N,N,N,N,N,N,N,N,N
animalism,8,1,N,Y,N,N,N,N,N,N,N,N,N
animal kingdom,0,1,N,N,Y,N,N,N,N,N,N,N,N
animated cartoon,0,1,Y,N,N,N,N,N,N,N,N,N,N
animation,41,1,N,Y,N,N,N,N,N,N,N,N,N
animism,3,1,N,Y,N,N,N,N,N,N,N,N,N
animist,0,1,Y,N,N,N,N,N,N,N,N,N,N
animosity,30,1,Y,Y,N,N,N,N,N,N,N,N,N
animus,4,1,N,Y,Y,N,N,N,N,N,N,N,N
anis,0,1,N,Y,N,N,N,N,N,N,N,N,N
anise,5,1,Y,N,N,N,N,N,N,N,N,N,N
aniseed,11,1,N,Y,N,N,N,N,N,N,N,N,N
ankle,359,1,Y,N,N,N,N,N,N,N,N,N,N
anklet,4,1,Y,N,N,N,N,N,N,N,N,N,N
anna,237,1,Y,N,N,N,N,N,N,N,N,N,N
annalist,0,1,Y,N,N,N,N,N,N,N,N,N,N
annals,18,1,N,N,N,Y,N,N,N,N,N,N,N
annexation,11,1,Y,Y,N,N,N,N,N,N,N,N,N
annexe,38,1,Y,N,N,N,N,N,N,N,N,N,N
annihilation,49,1,N,Y,N,N,N,N,N,N,N,N,N
anniversary,112,1,Y,N,N,N,N,N,N,N,N,N,N
annotation,4,1,Y,Y,N,N,N,N,N,N,N,N,N
announcement,271,1,Y,N,N,N,N,N,N,N,N,N,N
announcer,21,1,Y,N,N,N,N,N,N,N,N,N,N
annoyance,110,1,Y,Y,N,N,N,N,N,N,N,N,N
annual,28,1,Y,N,N,N,N,N,N,N,N,N,N
annuitant,0,1,Y,N,N,N,N,N,N,N,N,N,N
annuity,23,1,Y,N,N,N,N,N,N,N,N,N,N
annulment,3,1,Y,Y,N,N,N,N,N,N,N,N,N
annunciation,10,1,N,N,Y,N,N,N,N,N,N,N,N
anode,1,1,Y,N,N,N,N,N,N,N,N,N,N
anodyne,3,1,Y,Y,N,N,N,N,N,N,N,N,N
anointment,1,1,Y,Y,N,N,N,N,N,N,N,N,N
anomaly,39,1,Y,N,N,N,N,N,N,N,N,N,N
anonym,0,1,Y,N,N,N,N,N,N,N,N,N,N
anonymity,56,1,N,Y,N,N,N,N,N,N,N,N,N
anopheles,2,1,Y,N,N,N,N,N,N,N,N,N,N
anorak,26,1,Y,N,N,N,N,N,N,N,N,N,N
anorexia,11,1,N,Y,N,N,N,N,N,N,N,N,N
answer,2387,1,Y,Y,N,N,N,N,N,N,N,N,N
ant,209,1,Y,N,N,N,N,N,N,N,N,N,N
antacid,0,1,Y,Y,N,N,N,N,N,N,N,N,N
antagonism,89,1,Y,Y,N,N,N,N,N,N,N,N,N
antagonist,23,1,Y,N,N,N,N,N,N,N,N,N,N
Antarctic,20,1,N,N,N,N,N,N,N,N,N,Y,N
Antarctic Circle,0,1,N,N,N,N,N,N,N,N,N,Y,N
ante,11,1,Y,N,N,N,N,N,N,N,N,N,N
anteater,18,1,Y,N,N,N,N,N,N,N,N,N,N
antecedence,0,1,N,Y,N,N,N,N,N,N,N,N,N
antecedent,8,1,Y,N,N,N,N,N,N,N,N,N,N
antecedents,21,1,N,N,N,Y,N,N,N,N,N,N,N
antechamber,12,1,Y,N,N,N,N,N,N,N,N,N,N
antediluvian,2,1,Y,N,N,N,N,N,N,N,N,N,N
antelope,91,1,Y,N,N,N,N,N,N,N,N,N,N
antenatal,0,1,Y,N,N,N,N,N,N,N,N,N,N
antenna,31,1,Y,N,N,N,N,N,N,N,N,N,N
antenna,61,1,Y,N,N,N,N,N,N,N,N,N,N
antepenultimate,0,1,Y,N,N,N,N,N,N,N,N,N,N
anteroom,11,1,Y,N,N,N,N,N,N,N,N,N,N
anthem,49,1,Y,N,N,N,N,N,N,N,N,N,N
anther,4,1,Y,N,N,N,N,N,N,N,N,N,N
anthill,6,1,Y,N,N,N,N,N,N,N,N,N,N
anthologist,1,1,Y,N,N,N,N,N,N,N,N,N,N
anthology,46,1,Y,N,N,N,N,N,N,N,N,N,N
anthracite,3,1,N,Y,N,N,N,N,N,N,N,N,N
anthrax,3,1,N,Y,N,N,N,N,N,N,N,N,N
anthropoid,2,1,Y,N,N,N,N,N,N,N,N,N,N
anthropoid ape,0,1,Y,N,N,N,N,N,N,N,N,N,N
anthropologist,93,1,Y,N,N,N,N,N,N,N,N,N,N
anthropology,51,1,N,Y,N,N,N,N,N,N,N,N,N
anthropomorphism,6,1,N,Y,N,N,N,N,N,N,N,N,N
anthropophagy,0,1,N,Y,N,N,N,N,N,N,N,N,N
antiaircraft,0,1,N,Y,N,N,N,N,Y,N,N,N,N
antibiotic,61,1,Y,N,N,N,N,N,N,N,N,N,N
antibody,24,1,Y,N,N,N,N,N,N,N,N,N,N
anticipation,133,1,Y,Y,N,N,N,N,N,N,N,N,N
anticlericalism,0,1,N,Y,N,N,N,N,N,N,N,N,N
anticlimax,40,1,Y,N,N,N,N,N,N,N,N,N,N
antics,43,1,N,N,N,Y,N,N,N,N,N,N,N
anticyclone,0,1,Y,N,N,N,N,N,N,N,N,N,N
antidote,39,1,Y,N,N,N,N,N,N,N,N,N,N
antifreeze,2,1,N,Y,N,N,N,N,N,N,N,N,N
antigen,2,1,Y,N,N,N,N,N,N,N,N,N,N
Antigua,13,1,N,N,N,N,N,N,N,N,N,Y,N
Antiguan,1,1,Y,N,N,N,N,N,N,N,N,N,N
antihero,2,1,Y,N,N,N,N,N,N,N,N,N,N
antihistamine,4,1,Y,Y,N,N,N,N,N,N,N,N,N
antiknock,0,1,N,Y,N,N,N,N,N,N,N,N,N
antilog,0,1,Y,N,N,N,N,N,N,N,N,N,N
antilogarithm,0,1,Y,N,N,N,N,N,N,N,N,N,N
antimacassar,4,1,Y,N,N,N,N,N,N,N,N,N,N
antimatter,16,1,N,Y,N,N,N,N,N,N,N,N,N
antimony,14,1,N,Y,N,N,N,N,N,N,N,N,N
antipathy,23,1,Y,Y,Y,N,N,N,N,N,N,N,N
Antipodes,8,1,N,N,N,N,N,N,N,N,N,Y,N
antipodes,3,1,N,N,N,Y,N,N,N,N,N,N,N
antiquarian,3,1,Y,N,N,N,N,N,N,N,N,N,N
antiquary,9,1,Y,N,N,N,N,N,N,N,N,N,N
antique,129,1,Y,Y,N,N,N,N,N,N,N,N,N
antiquity,105,1,Y,Y,N,N,N,N,N,N,N,N,N
antirrhinum,5,1,Y,N,N,N,N,N,N,N,N,N,N
anti-Semite,10,1,Y,N,N,N,N,N,N,N,N,N,N
anti-Semitism,50,1,N,Y,N,N,N,N,N,N,N,N,N
antiseptic,20,1,Y,N,N,N,N,N,N,N,N,N,N
antithesis,116,1,Y,Y,N,N,N,N,N,N,N,N,N
antitoxin,3,1,Y,Y,N,N,N,N,N,N,N,N,N
